source,target,selection_frequency,mean_strength,latest_strength,sign_stability
pw_cape_of_good_hope_n_total_z,pw_panama_canal_capacity_z,0.0,0.0,0.0,
pw_cape_of_good_hope_n_total_z,pw_bab_el_mandeb_strait_capacity_z,0.0,0.0,0.0,
pw_cape_of_good_hope_n_total_z,vix,0.0,0.0,0.0,
pw_malacca_strait_capacity_z,brent,0.0,0.0,0.0,
pw_malacca_strait_capacity_z,henry_hub,0.0,0.0,0.0,
pw_malacca_strait_capacity_z,pw_bab_el_mandeb_strait_capacity_z,0.0,0.0,0.0,
pw_malacca_strait_n_total_z,pw_panama_canal_capacity_z,0.0,0.0,0.0,
pw_malacca_strait_n_total_z,pw_cape_of_good_hope_n_total_z,0.0,0.0,0.0,
pw_malacca_strait_n_total_z,pw_bab_el_mandeb_strait_n_total_z,0.0,0.0,0.0,
pw_malacca_strait_n_total_z,pw_bab_el_mandeb_strait_capacity_z,0.0,0.0,0.0,
pw_malacca_strait_n_total_z,wti,0.0,0.0,0.0,
pw_malacca_strait_n_total_z,vix,0.0,0.0,0.0,
pw_malacca_strait_capacity_z,pw_bab_el_mandeb_strait_n_total_z,0.0,0.0,0.0,
pw_malacca_strait_capacity_z,pw_cape_of_good_hope_capacity_z,0.0,0.0,0.0,
pw_malacca_strait_capacity_z,pw_panama_canal_n_total_z,0.0,0.0,0.0,
pw_malacca_strait_capacity_z,pw_suez_canal_n_total_z,0.0,0.0,0.0,
pw_malacca_strait_n_total_z,krwusd,0.0,0.0,0.0,
pw_malacca_strait_n_total_z,pw_suez_canal_capacity_z,0.0,0.0,0.0,
pw_bab_el_mandeb_strait_n_total_z,us2y,0.0,0.0,0.0,
pw_bab_el_mandeb_strait_n_total_z,vix,0.0,0.0,0.0,
pw_bab_el_mandeb_strait_capacity_z,pw_strait_of_hormuz_n_total_z,0.0,0.0,0.0,
pw_bab_el_mandeb_strait_capacity_z,pw_strait_of_hormuz_capacity_z,0.0,0.0,0.0,
pw_bab_el_mandeb_strait_capacity_z,pw_panama_canal_n_total_z,0.0,0.0,0.0,
pw_bab_el_mandeb_strait_n_total_z,wti,0.0,0.0,0.0,
pw_bab_el_mandeb_strait_capacity_z,pw_panama_canal_capacity_z,0.0,0.0,0.0,
pw_bab_el_mandeb_strait_capacity_z,pw_malacca_strait_capacity_z,0.0,0.0,0.0,
pw_bab_el_mandeb_strait_capacity_z,pw_cape_of_good_hope_n_total_z,0.0,0.0,0.0,
pw_bab_el_mandeb_strait_capacity_z,pw_bab_el_mandeb_strait_n_total_z,0.0,0.0,0.0,
pw_bab_el_mandeb_strait_capacity_z,brent,0.0,0.0,0.0,
pw_bab_el_mandeb_strait_capacity_z,wti,0.0,0.0,0.0,
pw_bab_el_mandeb_strait_capacity_z,us10y,0.0,0.0,0.0,
pw_bab_el_mandeb_strait_capacity_z,pw_malacca_strait_n_total_z,0.0,0.0,0.0,
pw_cape_of_good_hope_capacity_z,pw_strait_of_hormuz_n_total_z,0.0,0.0,0.0,
pw_cape_of_good_hope_capacity_z,pw_strait_of_hormuz_capacity_z,0.0,0.0,0.0,
pw_cape_of_good_hope_capacity_z,pw_panama_canal_n_total_z,0.0,0.0,0.0,
pw_cape_of_good_hope_capacity_z,pw_malacca_strait_n_total_z,0.0,0.0,0.0,
pw_cape_of_good_hope_capacity_z,pw_malacca_strait_capacity_z,0.0,0.0,0.0,
pw_cape_of_good_hope_capacity_z,pw_bab_el_mandeb_strait_capacity_z,0.0,0.0,0.0,
pw_bab_el_mandeb_strait_n_total_z,pw_malacca_strait_capacity_z,0.0,0.0,0.0,
pw_bab_el_mandeb_strait_n_total_z,pw_malacca_strait_n_total_z,0.0,0.0,0.0,
pw_bab_el_mandeb_strait_n_total_z,pw_panama_canal_capacity_z,0.0,0.0,0.0,
pw_bab_el_mandeb_strait_n_total_z,pw_panama_canal_n_total_z,0.0,0.0,0.0,
pw_bab_el_mandeb_strait_n_total_z,pw_strait_of_hormuz_capacity_z,0.0,0.0,0.0,
pw_bab_el_mandeb_strait_n_total_z,pw_strait_of_hormuz_n_total_z,0.0,0.0,0.0,
pw_panama_canal_capacity_z,brlusd,0.0,0.0,0.0,
pw_suez_canal_capacity_z,brent,0.0,0.0,0.0,
pw_suez_canal_capacity_z,us2y,0.0,0.0,0.0,
pw_suez_canal_capacity_z,vix,0.0,0.0,0.0,
pw_suez_canal_capacity_z,sp500,0.0,0.0,0.0,
pw_suez_canal_capacity_z,krwusd,0.0,0.0,0.0,
pw_suez_canal_capacity_z,cnyusd,0.0,0.0,0.0,
pw_suez_canal_capacity_z,audusd,0.0,0.0,0.0,
pw_strait_of_hormuz_n_total_z,pw_suez_canal_n_total_z,0.0,0.0,0.0,
pw_suez_canal_capacity_z,henry_hub,0.0,0.0,0.0,
pw_strait_of_hormuz_n_total_z,pw_panama_canal_n_total_z,0.0,0.0,0.0,
pw_strait_of_hormuz_n_total_z,pw_cape_of_good_hope_n_total_z,0.0,0.0,0.0,
pw_strait_of_hormuz_n_total_z,pw_cape_of_good_hope_capacity_z,0.0,0.0,0.0,
pw_strait_of_hormuz_n_total_z,pw_bab_el_mandeb_strait_n_total_z,0.0,0.0,0.0,
pw_strait_of_hormuz_n_total_z,pw_bab_el_mandeb_strait_capacity_z,0.0,0.0,0.0,
pw_strait_of_hormuz_n_total_z,wti,0.0,0.0,0.0,
pw_strait_of_hormuz_n_total_z,us2y,0.0,0.0,0.0,
pw_strait_of_hormuz_n_total_z,vix,0.0,0.0,0.0,
pw_strait_of_hormuz_n_total_z,sp500,0.0,0.0,0.0,
pw_strait_of_hormuz_n_total_z,eurusd,0.0,0.0,0.0,
pw_strait_of_hormuz_n_total_z,pw_panama_canal_capacity_z,0.0,0.0,0.0,
pw_suez_canal_n_total_z,pw_strait_of_hormuz_capacity_z,0.0,0.0,0.0,
pw_suez_canal_n_total_z,pw_panama_canal_n_total_z,0.0,0.0,0.0,
pw_suez_canal_n_total_z,pw_panama_canal_capacity_z,0.0,0.0,0.0,
pw_suez_canal_n_total_z,pw_malacca_strait_n_total_z,0.0,0.0,0.0,
pw_suez_canal_n_total_z,us10y,0.0,0.0,0.0,
pw_suez_canal_n_total_z,us2y,0.0,0.0,0.0,
pw_suez_canal_capacity_z,pw_malacca_strait_n_total_z,0.0,0.0,0.0,
pw_suez_canal_capacity_z,pw_panama_canal_capacity_z,0.0,0.0,0.0,
pw_suez_canal_capacity_z,pw_panama_canal_n_total_z,0.0,0.0,0.0,
pw_suez_canal_capacity_z,pw_strait_of_hormuz_capacity_z,0.0,0.0,0.0,
pw_suez_canal_n_total_z,brlusd,0.0,0.0,0.0,
pw_suez_canal_n_total_z,cnyusd,0.0,0.0,0.0,
pw_suez_canal_n_total_z,krwusd,0.0,0.0,0.0,
pw_suez_canal_n_total_z,eurusd,0.0,0.0,0.0,
pw_suez_canal_n_total_z,sp500,0.0,0.0,0.0,
pw_strait_of_hormuz_n_total_z,cnyusd,0.0,0.0,0.0,
pw_panama_canal_n_total_z,wti,0.0,0.0,0.0,
pw_panama_canal_n_total_z,vix,0.0,0.0,0.0,
pw_panama_canal_n_total_z,krwusd,0.0,0.0,0.0,
pw_panama_canal_n_total_z,brlusd,0.0,0.0,0.0,
pw_panama_canal_capacity_z,pw_strait_of_hormuz_n_total_z,0.0,0.0,0.0,
pw_panama_canal_capacity_z,pw_strait_of_hormuz_capacity_z,0.0,0.0,0.0,
pw_panama_canal_capacity_z,pw_malacca_strait_n_total_z,0.0,0.0,0.0,
pw_panama_canal_capacity_z,eurusd,0.0,0.0,0.0,
pw_panama_canal_capacity_z,us2y,0.0,0.0,0.0,
pw_panama_canal_capacity_z,us10y,0.0,0.0,0.0,
pw_panama_canal_capacity_z,wti,0.0,0.0,0.0,
pw_panama_canal_capacity_z,pw_cape_of_good_hope_capacity_z,0.0,0.0,0.0,
pw_strait_of_hormuz_capacity_z,pw_suez_canal_n_total_z,0.0,0.0,0.0,
pw_strait_of_hormuz_capacity_z,pw_suez_canal_capacity_z,0.0,0.0,0.0,
pw_strait_of_hormuz_capacity_z,pw_panama_canal_n_total_z,0.0,0.0,0.0,
pw_strait_of_hormuz_capacity_z,pw_panama_canal_capacity_z,0.0,0.0,0.0,
pw_strait_of_hormuz_capacity_z,pw_cape_of_good_hope_capacity_z,0.0,0.0,0.0,
pw_strait_of_hormuz_capacity_z,pw_bab_el_mandeb_strait_n_total_z,0.0,0.0,0.0,
pw_strait_of_hormuz_capacity_z,pw_bab_el_mandeb_strait_capacity_z,0.0,0.0,0.0,
pw_panama_canal_n_total_z,pw_malacca_strait_capacity_z,0.0,0.0,0.0,
pw_panama_canal_n_total_z,pw_malacca_strait_n_total_z,0.0,0.0,0.0,
pw_panama_canal_n_total_z,pw_strait_of_hormuz_capacity_z,0.0,0.0,0.0,
pw_panama_canal_n_total_z,pw_strait_of_hormuz_n_total_z,0.0,0.0,0.0,
pw_strait_of_hormuz_capacity_z,brlusd,0.0,0.0,0.0,
pw_strait_of_hormuz_capacity_z,cnyusd,0.0,0.0,0.0,
pw_strait_of_hormuz_capacity_z,sp500,0.0,0.0,0.0,
pw_malacca_strait_n_total_z,pw_suez_canal_n_total_z,0.0,0.0,0.0,
henry_hub,pw_suez_canal_capacity_z,0.0,0.0,0.0,
krwusd,pw_suez_canal_n_total_z,0.0,0.0,0.0,
krwusd,pw_suez_canal_capacity_z,0.0,0.0,0.0,
krwusd,pw_strait_of_hormuz_n_total_z,0.0,0.0,0.0,
krwusd,pw_strait_of_hormuz_capacity_z,0.0,0.0,0.0,
krwusd,pw_panama_canal_n_total_z,0.0,0.0,0.0,
krwusd,pw_malacca_strait_capacity_z,0.0,0.0,0.0,
krwusd,pw_cape_of_good_hope_capacity_z,0.0,0.0,0.0,
krwusd,pw_bab_el_mandeb_strait_capacity_z,0.0,0.0,0.0,
krwusd,pw_malacca_strait_n_total_z,0.0,0.0,0.0,
eurusd,pw_bab_el_mandeb_strait_capacity_z,0.0,0.0,0.0,
eurusd,pw_bab_el_mandeb_strait_n_total_z,0.0,0.0,0.0,
sp500,pw_strait_of_hormuz_n_total_z,0.0,0.0,0.0,
sp500,pw_strait_of_hormuz_capacity_z,0.0,0.0,0.0,
sp500,pw_panama_canal_n_total_z,0.0,0.0,0.0,
sp500,pw_panama_canal_capacity_z,0.0,0.0,0.0,
sp500,pw_malacca_strait_n_total_z,0.0,0.0,0.0,
sp500,pw_malacca_strait_capacity_z,0.0,0.0,0.0,
sp500,pw_cape_of_good_hope_capacity_z,0.0,0.0,0.0,
sp500,pw_bab_el_mandeb_strait_n_total_z,0.0,0.0,0.0,
sp500,pw_bab_el_mandeb_strait_capacity_z,0.0,0.0,0.0,
eurusd,pw_cape_of_good_hope_capacity_z,0.0,0.0,0.0,
eurusd,pw_cape_of_good_hope_n_total_z,0.0,0.0,0.0,
eurusd,pw_malacca_strait_capacity_z,0.0,0.0,0.0,
eurusd,pw_malacca_strait_n_total_z,0.0,0.0,0.0,
eurusd,pw_panama_canal_n_total_z,0.0,0.0,0.0,
eurusd,pw_strait_of_hormuz_capacity_z,0.0,0.0,0.0,
eurusd,pw_suez_canal_capacity_z,0.0,0.0,0.0,
eurusd,pw_strait_of_hormuz_n_total_z,0.0,0.0,0.0,
cnyusd,pw_suez_canal_n_total_z,0.0,0.0,0.0,
cnyusd,pw_suez_canal_capacity_z,0.0,0.0,0.0,
cnyusd,pw_strait_of_hormuz_n_total_z,0.0,0.0,0.0,
audusd,pw_suez_canal_n_total_z,0.0,0.0,0.0,
audusd,pw_suez_canal_capacity_z,0.0,0.0,0.0,
audusd,pw_strait_of_hormuz_n_total_z,0.0,0.0,0.0,
audusd,pw_strait_of_hormuz_capacity_z,0.0,0.0,0.0,
audusd,pw_panama_canal_n_total_z,0.0,0.0,0.0,
audusd,pw_panama_canal_capacity_z,0.0,0.0,0.0,
audusd,pw_malacca_strait_n_total_z,0.0,0.0,0.0,
audusd,pw_malacca_strait_capacity_z,0.0,0.0,0.0,
sp500,pw_suez_canal_capacity_z,0.0,0.0,0.0,
brlusd,pw_bab_el_mandeb_strait_capacity_z,0.0,0.0,0.0,
cnyusd,pw_strait_of_hormuz_capacity_z,0.0,0.0,0.0,
cnyusd,pw_panama_canal_n_total_z,0.0,0.0,0.0,
cnyusd,pw_panama_canal_capacity_z,0.0,0.0,0.0,
cnyusd,pw_malacca_strait_n_total_z,0.0,0.0,0.0,
cnyusd,pw_cape_of_good_hope_n_total_z,0.0,0.0,0.0,
cnyusd,pw_bab_el_mandeb_strait_n_total_z,0.0,0.0,0.0,
brlusd,pw_bab_el_mandeb_strait_n_total_z,0.0,0.0,0.0,
brlusd,pw_malacca_strait_capacity_z,0.0,0.0,0.0,
brlusd,pw_malacca_strait_n_total_z,0.0,0.0,0.0,
brlusd,pw_panama_canal_n_total_z,0.0,0.0,0.0,
brlusd,pw_strait_of_hormuz_n_total_z,0.0,0.0,0.0,
brlusd,pw_suez_canal_capacity_z,0.0,0.0,0.0,
brlusd,pw_strait_of_hormuz_capacity_z,0.0,0.0,0.0,
sp500,pw_suez_canal_n_total_z,0.0,0.0,0.0,
brent,us2y,0.0,0.0,0.0,
wti,pw_suez_canal_n_total_z,0.0,0.0,0.0,
wti,pw_strait_of_hormuz_n_total_z,0.0,0.0,0.0,
wti,pw_panama_canal_n_total_z,0.0,0.0,0.0,
wti,pw_panama_canal_capacity_z,0.0,0.0,0.0,
wti,pw_malacca_strait_n_total_z,0.0,0.0,0.0,
wti,pw_cape_of_good_hope_n_total_z,0.0,0.0,0.0,
wti,pw_bab_el_mandeb_strait_capacity_z,0.0,0.0,0.0,
wti,krwusd,0.0,0.0,0.0,
wti,pw_malacca_strait_capacity_z,0.0,0.0,0.0,
brent,pw_bab_el_mandeb_strait_n_total_z,0.0,0.0,0.0,
henry_hub,pw_strait_of_hormuz_capacity_z,0.0,0.0,0.0,
henry_hub,pw_panama_canal_n_total_z,0.0,0.0,0.0,
henry_hub,pw_panama_canal_capacity_z,0.0,0.0,0.0,
henry_hub,pw_malacca_strait_n_total_z,0.0,0.0,0.0,
henry_hub,pw_malacca_strait_capacity_z,0.0,0.0,0.0,
henry_hub,pw_cape_of_good_hope_capacity_z,0.0,0.0,0.0,
brent,pw_cape_of_good_hope_capacity_z,0.0,0.0,0.0,
brent,pw_cape_of_good_hope_n_total_z,0.0,0.0,0.0,
brent,pw_malacca_strait_capacity_z,0.0,0.0,0.0,
brent,pw_malacca_strait_n_total_z,0.0,0.0,0.0,
brent,pw_panama_canal_capacity_z,0.0,0.0,0.0,
brent,pw_panama_canal_n_total_z,0.0,0.0,0.0,
brent,pw_strait_of_hormuz_capacity_z,0.0,0.0,0.0,
brent,pw_suez_canal_capacity_z,0.0,0.0,0.0,
brent,pw_suez_canal_n_total_z,0.0,0.0,0.0,
brent,pw_strait_of_hormuz_n_total_z,0.0,0.0,0.0,
us10y,pw_strait_of_hormuz_n_total_z,0.0,0.0,0.0,
vix,pw_suez_canal_n_total_z,0.0,0.0,0.0,
vix,pw_suez_canal_capacity_z,0.0,0.0,0.0,
vix,pw_strait_of_hormuz_capacity_z,0.0,0.0,0.0,
vix,pw_panama_canal_n_total_z,0.0,0.0,0.0,
vix,pw_panama_canal_capacity_z,0.0,0.0,0.0,
vix,pw_malacca_strait_n_total_z,0.0,0.0,0.0,
vix,pw_malacca_strait_capacity_z,0.0,0.0,0.0,
vix,pw_bab_el_mandeb_strait_capacity_z,0.0,0.0,0.0,
vix,pw_bab_el_mandeb_strait_n_total_z,0.0,0.0,0.0,
vix,pw_cape_of_good_hope_capacity_z,0.0,0.0,0.0,
vix,pw_cape_of_good_hope_n_total_z,0.0,0.0,0.0,
vix,cnyusd,0.0,0.0,0.0,
us2y,pw_bab_el_mandeb_strait_n_total_z,0.0,0.0,0.0,
us2y,pw_bab_el_mandeb_strait_capacity_z,0.0,0.0,0.0,
us10y,pw_panama_canal_n_total_z,0.0,0.0,0.0,
us10y,pw_panama_canal_capacity_z,0.0,0.0,0.0,
us10y,pw_malacca_strait_n_total_z,0.0,0.0,0.0,
us10y,pw_malacca_strait_capacity_z,0.0,0.0,0.0,
us10y,pw_cape_of_good_hope_n_total_z,0.0,0.0,0.0,
us10y,pw_bab_el_mandeb_strait_n_total_z,0.0,0.0,0.0,
us10y,pw_bab_el_mandeb_strait_capacity_z,0.0,0.0,0.0,
us10y,henry_hub,0.0,0.0,0.0,
us10y,pw_strait_of_hormuz_capacity_z,0.0,0.0,0.0,
us2y,pw_malacca_strait_capacity_z,0.0,0.0,0.0,
us2y,pw_panama_canal_capacity_z,0.0,0.0,0.0,
us2y,pw_panama_canal_n_total_z,0.0,0.0,0.0,
us2y,pw_malacca_strait_n_total_z,0.0,0.0,0.0,
us2y,pw_suez_canal_capacity_z,0.0,0.0,0.0,
us2y,pw_suez_canal_n_total_z,0.0,0.0,0.0,
us2y,pw_strait_of_hormuz_capacity_z,0.0,0.0,0.0,
