horizon,source,target,weighted_selection_frequency,weighted_sign_stability,weighted_mean_strength,latest_strength,strength_retention,n_contributions,weighted_mean_loss_improvement,contribution_hit_rate,contribution_t_stat,survival_score
10,krwusd,us2y,0.0,,7.388185281662866e-05,0.0,0.0,0,,,,0.0
10,krwusd,wti,0.0,,0.0,0.0,0.0,0,,,,0.0
10,krwusd,brent,0.0,,0.0,0.0,0.0,0,,,,0.0
10,krwusd,henry_hub,0.0,,0.0011415583128627192,0.0016510492054485192,1.4463117537185943,0,,,,0.0
10,eurusd,audusd,0.0,,0.0,0.0,0.0,0,,,,0.0
10,eurusd,brlusd,0.0,,0.0,0.0,0.0,0,,,,0.0
10,eurusd,sp500,0.0,,6.757536230348345e-05,0.0,0.0,0,,,,0.0
10,eurusd,vix,0.0,,0.00632678084099483,0.007686110977786726,1.214853362389925,0,,,,0.0
10,eurusd,us2y,0.0,,4.830912037659533e-07,0.0,0.0,0,,,,0.0
10,eurusd,us10y,0.0,,0.0006051985960267918,0.0,0.0,0,,,,0.0
10,eurusd,wti,0.0,,0.0,0.0,0.0,0,,,,0.0
10,eurusd,brent,0.0,,4.192963622180847e-05,0.0,0.0,0,,,,0.0
10,eurusd,henry_hub,0.0,,0.0,0.0,0.0,0,,,,0.0
10,sp500,cnyusd,0.0,,0.036228658476016765,0.028510849473168832,0.7869695062554665,0,,,,0.0
10,sp500,krwusd,0.0,,0.009733215189132201,0.004122462265317421,0.4235457847392947,0,,,,0.0
10,sp500,eurusd,0.0,,0.015061773318536083,0.020182320853545408,1.3399697649617137,0,,,,0.0
10,sp500,us10y,0.0,,0.004937845332829456,0.006728064755741565,1.362550728555584,0,,,,0.0
10,sp500,henry_hub,0.0,,1.662264633469306e-05,0.0,0.0,0,,,,0.0
10,vix,brlusd,0.0,,0.0,0.0,0.0,0,,,,0.0
10,vix,cnyusd,0.0,,0.0014644629264565434,0.0,0.0,0,,,,0.0
10,vix,eurusd,0.0,,0.004294783796686665,0.0,0.0,0,,,,0.0
10,vix,sp500,0.0,,0.0,0.0,0.0,0,,,,0.0
10,vix,us2y,0.0,,0.0,0.0,0.0,0,,,,0.0
10,vix,us10y,0.0,,0.012417154966156864,0.008193077741712908,0.6598192391126035,0,,,,0.0
10,vix,wti,0.0,,0.0,0.0,0.0,0,,,,0.0
10,vix,brent,0.0,,0.0,0.0,0.0,0,,,,0.0
10,vix,henry_hub,0.0,,0.002525124055491339,0.0,0.0,0,,,,0.0
10,us2y,audusd,0.0,,0.0,0.0,0.0,0,,,,0.0
10,us2y,brlusd,0.0,,0.016085028599496072,0.017727904180085036,1.102136938733229,0,,,,0.0
10,us2y,cnyusd,0.0,,1.8129436429521535e-05,0.0,0.0,0,,,,0.0
10,us2y,krwusd,0.0,,0.013826478761847583,0.014295237556345717,1.0339029772201738,0,,,,0.0
10,us2y,eurusd,0.0,,0.002228405828898936,0.005443788174952939,2.4429069895418176,0,,,,0.0
