segment,horizon,model,variable,n,rmse,mae,directional_accuracy,corr,ar_rmse,rmse_skill_vs_ar
oos_all,1,full_direct_sparse,wti,709,2.144890598013715,1.3872862938630914,0.5077574047954866,0.003056748671334785,2.150582376292106,0.0026466218365484018
oos_all,1,full_direct_sparse,brent,709,0.026476696885518743,0.018350709130756787,0.5204513399153737,0.10999417685133231,0.026955646945462954,0.01776807883384246
oos_all,1,full_direct_sparse,henry_hub,709,0.1136728472834135,0.05612135682309662,0.48660084626234135,-0.014062605512928223,0.11333288487814938,-0.0029996801513489935
oos_all,1,survival_refit_full,audusd,709,0.005606972422468002,0.00428024475648737,0.5218617771509168,0.2736464352798162,0.005845024471019471,0.04072729716218759
oos_all,1,survival_refit_full,brlusd,709,0.007150790641399272,0.005424045196603078,0.4908321579689704,-0.013474119394154693,0.00703013073463923,-0.01716325219465964
oos_all,1,survival_refit_full,cnyusd,709,0.001774577027454582,0.001211666131558508,0.46685472496473907,0.010529062771192076,0.0017404711193366776,-0.01959579089764074
oos_all,1,survival_refit_full,krwusd,709,0.005730119252166076,0.004201662852231372,0.5782792665726375,0.26069717584938945,0.0059141072781534005,0.03111002512027017
oos_all,1,survival_refit_full,eurusd,709,0.004283989934132978,0.0031536850846028775,0.5317348377997179,0.0437798127168991,0.004240076093967116,-0.010356851903753128
oos_all,1,survival_refit_full,sp500,709,0.009575231658653142,0.006662320670581769,0.5021156558533145,0.010925955271426088,0.009453792059832843,-0.01284559656608808
oos_all,1,survival_refit_full,vix,709,1.89050282742459,1.062235490488627,0.5133991537376587,0.06637260438916925,1.8765260566949247,-0.0074482156428365975
oos_all,1,survival_refit_full,us2y,709,0.057735573491311656,0.04323733548952661,0.4527503526093089,-8.462572617619914e-05,0.05741641901369046,-0.005558592526383244
oos_all,1,survival_refit_full,us10y,709,0.05516109201686795,0.043353680982308185,0.4767277856135402,-0.005859264773757562,0.05528851718500122,0.0023047311561438244
oos_all,1,survival_refit_full,wti,709,2.1706501296258334,1.4129081773575032,0.4992947813822285,-0.05216967569323672,2.150582376292106,-0.009331311162479983
oos_all,1,survival_refit_full,brent,709,0.026947512144552634,0.01848750225070843,0.5133991537376587,0.038167619293036616,0.026955646945462954,0.00030178466600261356
oos_all,1,survival_refit_full,henry_hub,709,0.11400524830017734,0.05686598943446449,0.46403385049365303,0.011823579167749239,0.11333288487814938,-0.005932641904870417
development,1,ar,audusd,332,0.005615718621267888,0.004358167902152641,0.4939759036144578,0.10228580645149075,0.005615718621267888,0.0
development,1,ar,brlusd,332,0.007184971253180403,0.005515241675510326,0.4759036144578313,-0.021379789712290945,0.007184971253180403,0.0
development,1,ar,cnyusd,332,0.0019713143697827136,0.0012259437174712755,0.49096385542168675,0.07275779043993316,0.0019713143697827136,0.0
development,1,ar,krwusd,332,0.0053704050942071134,0.003921510362288394,0.5030120481927711,0.03440755552927196,0.0053704050942071134,0.0
development,1,ar,eurusd,332,0.003989786652668771,0.002971669509813362,0.536144578313253,0.01651623324961791,0.003989786652668771,0.0
development,1,ar,sp500,332,0.007950049162536358,0.006003683063129271,0.5,-0.058290653078061395,0.007950049162536358,0.0
development,1,ar,vix,332,1.6230865304947135,0.852449384121052,0.5180722891566265,0.14313937767862508,1.6230865304947135,0.0
development,1,ar,us2y,332,0.06426158904756347,0.04803493912516371,0.46686746987951805,-0.0010586901871121068,0.06426158904756347,0.0
development,1,ar,us10y,332,0.06335158780525886,0.049816432803180634,0.4608433734939759,-0.08612212301919135,0.06335158780525886,0.0
development,1,ar,wti,332,1.4480151474331922,1.1324513526890148,0.5030120481927711,-0.02507284464962154,1.4480151474331922,0.0
development,1,ar,brent,332,0.018696981816072503,0.01428385932351634,0.5,0.04445877908337419,0.018696981816072503,0.0
development,1,ar,henry_hub,332,0.11031040628781072,0.05809195375047999,0.49096385542168675,0.007535486108197709,0.11031040628781072,0.0
development,1,financial_direct_sparse,audusd,332,0.005594955142789405,0.004346312136581468,0.5451807228915663,0.14818015302476611,0.005615718621267888,0.0036973858340850763
development,1,financial_direct_sparse,brlusd,332,0.007271605569648199,0.005524804282250509,0.5,-0.05748160028262295,0.007184971253180403,-0.012057712329669679
development,1,financial_direct_sparse,cnyusd,332,0.001967877531830538,0.0012799666593019243,0.49096385542168675,0.11841848509333026,0.0019713143697827136,0.0017434245926762904
development,1,financial_direct_sparse,krwusd,332,0.004944251487650303,0.003675394363951894,0.6144578313253012,0.39795441590493263,0.0053704050942071134,0.07935222745421733
development,1,financial_direct_sparse,eurusd,332,0.00398462524850657,0.0029698139646314845,0.5030120481927711,0.0912939231778846,0.003989786652668771,0.0012936541754052788
development,1,financial_direct_sparse,sp500,332,0.00794925391150785,0.006027110769812784,0.536144578313253,0.00788305988944188,0.007950049162536358,0.00010003095732491474
development,1,financial_direct_sparse,vix,332,1.6256408728106353,0.8527211080779552,0.5301204819277109,0.13236032327653804,1.6230865304947135,-0.0015737560924389271
development,1,financial_direct_sparse,us2y,332,0.06444549279775164,0.04840884853071938,0.4879518072289157,0.00513151306463772,0.06426158904756347,-0.002861798983091468
development,1,financial_direct_sparse,us10y,332,0.0630698790659577,0.049135328288490654,0.4789156626506024,-0.026968643031569817,0.06335158780525886,0.004446751045405817
development,1,financial_direct_sparse,wti,332,1.4536809615289703,1.1357116135091374,0.49698795180722893,0.011340331262640176,1.4480151474331922,-0.003912814106828755
development,1,financial_direct_sparse,brent,332,0.017973632324016813,0.01353672465820347,0.5783132530120482,0.19959822510090455,0.018696981816072503,0.03868803527603992
development,1,financial_direct_sparse,henry_hub,332,0.10952231588140132,0.0579682755866835,0.5120481927710844,0.0017643640398173138,0.11031040628781072,0.007144297921931275
development,1,full_direct_sparse,audusd,332,0.005659149261736687,0.0043953923509341825,0.536144578313253,0.11897989609892826,0.005615718621267888,-0.007733763637002289
development,1,full_direct_sparse,brlusd,332,0.007300400779186533,0.005546272302843519,0.5331325301204819,-0.03270006691877753,0.007184971253180403,-0.01606541236404202
development,1,full_direct_sparse,cnyusd,332,0.0020119079792967147,0.001345042936045515,0.46987951807228917,0.050944656953454535,0.0019713143697827136,-0.02059215421763283
development,1,full_direct_sparse,krwusd,332,0.0049524482048311546,0.0036864133139838887,0.6024096385542169,0.3938205760495595,0.0053704050942071134,0.07782595205467757
development,1,full_direct_sparse,eurusd,332,0.004019804449975184,0.002978371930188555,0.5421686746987951,0.07122117917228275,0.003989786652668771,-0.007523659764196777
development,1,full_direct_sparse,sp500,332,0.007985316464689274,0.006052121084459886,0.536144578313253,-0.016920738768823478,0.007950049162536358,-0.00443611120282239
development,1,full_direct_sparse,vix,332,1.6292237704369772,0.8553817309852656,0.5090361445783133,0.11678502199947048,1.6230865304947135,-0.0037812154971139655
development,1,full_direct_sparse,us2y,332,0.06441806070816203,0.04827171531335966,0.4578313253012048,0.004995004324380408,0.06426158904756347,-0.0024349173887179276
development,1,full_direct_sparse,us10y,332,0.06325230068618508,0.04940994166728435,0.4789156626506024,-0.0528554449190309,0.06335158780525886,0.0015672396306622982
development,1,full_direct_sparse,wti,332,1.4553724022917853,1.139342712990792,0.5060240963855421,0.011474041301612588,1.4480151474331922,-0.005080923961075179
development,1,full_direct_sparse,brent,332,0.018183692606618247,0.013809156894014915,0.5481927710843374,0.2185242603825545,0.018696981816072503,0.02745305175474988
development,1,full_direct_sparse,henry_hub,332,0.1112145259059616,0.05981385479679723,0.49096385542168675,-0.050005898860636826,0.11031040628781072,-0.008196140768369053
development,1,survival_refit_full,audusd,332,0.005719305345551501,0.0044522982277845225,0.49698795180722893,0.05326049108447565,0.005615718621267888,-0.018445853731222872
development,1,survival_refit_full,brlusd,332,0.007336599869575682,0.005581361239522937,0.49096385542168675,-0.03981485163573513,0.007184971253180403,-0.021103580105231723
development,1,survival_refit_full,cnyusd,332,0.0020228366312956872,0.0013352195646190571,0.46987951807228917,-0.0007813036560028217,0.0019713143697827136,-0.026135994493183157
development,1,survival_refit_full,krwusd,332,0.004932441745716844,0.003668274339284321,0.6265060240963856,0.40019482392831895,0.0053704050942071134,0.08155126863012374
development,1,survival_refit_full,eurusd,332,0.0040489065038134785,0.0030333744731017393,0.5301204819277109,0.029725150327583286,0.003989786652668771,-0.014817797614607331
development,1,survival_refit_full,sp500,332,0.008102071044648104,0.006183550379553353,0.48493975903614456,-0.048967058757736805,0.007950049162536358,-0.01912213107160765
development,1,survival_refit_full,vix,332,1.6289469137861874,0.8598248710253693,0.5210843373493976,0.12528266283271522,1.6230865304947135,-0.00361064131909683
development,1,survival_refit_full,us2y,332,0.06453981209612143,0.04848882464777711,0.46686746987951805,0.005264929050301963,0.06426158904756347,-0.004329538884449757
development,1,survival_refit_full,us10y,332,0.06322779943312487,0.04963858582928559,0.463855421686747,-0.05967273233043849,0.06335158780525886,0.0019539900485922024
development,1,survival_refit_full,wti,332,1.4845233220219156,1.1655295960380312,0.4789156626506024,-0.06010378014183184,1.4480151474331922,-0.02521256400766192
development,1,survival_refit_full,brent,332,0.018036406259394063,0.01369077029808576,0.5632530120481928,0.20064940959619296,0.018696981816072503,0.03533059844507036
development,1,survival_refit_full,henry_hub,332,0.11108734544019253,0.06039009593776036,0.4789156626506024,0.0030553942475202767,0.11031040628781072,-0.007043208148057145
reused_holdout,1,ar,audusd,377,0.00603975476782983,0.004347328719636383,0.44297082228116713,-0.035583247105601575,0.00603975476782983,0.0
reused_holdout,1,ar,brlusd,377,0.00689089196118268,0.005197526445518357,0.4880636604774536,0.05358011279886047,0.00689089196118268,0.0
reused_holdout,1,ar,cnyusd,377,0.0015082024056525018,0.0010598918774511247,0.5092838196286472,-0.0783147126050161,0.0015082024056525018,0.0
reused_holdout,1,ar,krwusd,377,0.006354505100351536,0.004665525274559316,0.5225464190981433,0.10772957480900312,0.006354505100351536,0.0
reused_holdout,1,ar,eurusd,377,0.0044488450872673235,0.003289558257764069,0.47480106100795755,-0.017294646737309082,0.0044488450872673235,0.0
reused_holdout,1,ar,sp500,377,0.010602888245241415,0.006982386437281327,0.5251989389920424,0.11326970377274512,0.010602888245241415,0.0
reused_holdout,1,ar,vix,377,2.074228051361969,1.2191229380795072,0.5225464190981433,0.08658325082851283,2.074228051361969,0.0
reused_holdout,1,ar,us2y,377,0.050627631625307694,0.038412184356398676,0.44562334217506633,0.04408299195573355,0.050627631625307694,0.0
reused_holdout,1,ar,us10y,377,0.047057412111086536,0.03789576064370772,0.47214854111405835,0.005374975283742239,0.047057412111086536,0.0
reused_holdout,1,ar,wti,377,2.61753317929647,1.6146962218081822,0.5358090185676393,-0.06813341339827884,2.61753317929647,0.0
reused_holdout,1,ar,brent,377,0.03253664275296349,0.022521783465006315,0.5278514588859416,0.009727121108614636,0.03253664275296349,0.0
reused_holdout,1,ar,henry_hub,377,0.11592935488730463,0.05326126158020694,0.4588859416445623,0.05165999693787437,0.11592935488730463,0.0
reused_holdout,1,financial_direct_sparse,audusd,377,0.0055495212692036715,0.004158034953146578,0.5411140583554377,0.4057185552284361,0.00603975476782983,0.08116778204925468
reused_holdout,1,financial_direct_sparse,brlusd,377,0.006778092713651231,0.005170689568550966,0.4880636604774536,0.1891751932238101,0.00689089196118268,0.016369324634149307
reused_holdout,1,financial_direct_sparse,cnyusd,377,0.0014874132199007902,0.001071270076564671,0.5013262599469496,0.1230250789397138,0.0015082024056525018,0.01378408207929982
reused_holdout,1,financial_direct_sparse,krwusd,377,0.006420381917306262,0.00471262665153865,0.5145888594164456,0.0861683093209902,0.006354505100351536,-0.010366946900566942
reused_holdout,1,financial_direct_sparse,eurusd,377,0.0043988190369055775,0.0032100646616627457,0.5384615384615384,0.12854234093734546,0.0044488450872673235,0.01124472742485938
reused_holdout,1,financial_direct_sparse,sp500,377,0.010673433038219637,0.007008288470982809,0.5490716180371353,0.04217040468147798,0.010602888245241415,-0.0066533562692110415
reused_holdout,1,financial_direct_sparse,vix,377,2.0594197845961655,1.2113289253943242,0.53315649867374,0.12453216524499706,2.074228051361969,0.007139170042599785
reused_holdout,1,financial_direct_sparse,us2y,377,0.051073257939283974,0.03862907670932305,0.4350132625994695,-0.06417811333840308,0.050627631625307694,-0.008802037537018137
reused_holdout,1,financial_direct_sparse,us10y,377,0.047075692787446895,0.03771396791030699,0.4960212201591512,0.009713939333434332,0.047057412111086536,-0.0003884760240788765
reused_holdout,1,financial_direct_sparse,wti,377,2.6065542491856126,1.6023310874870755,0.5172413793103449,-0.008446029678111677,2.61753317929647,0.004194380494465522
reused_holdout,1,financial_direct_sparse,brent,377,0.03216301272807512,0.022345057119843584,0.519893899204244,0.0673098858437469,0.03253664275296349,0.011483361320501873
reused_holdout,1,financial_direct_sparse,henry_hub,377,0.11527380087140572,0.05247333128088725,0.47745358090185674,0.07544517309118992,0.11592935488730463,0.005654771533372016
reused_holdout,1,full_direct_sparse,audusd,377,0.005547622881559576,0.004149055834250593,0.5464190981432361,0.40797830183672645,0.00603975476782983,0.08148209740096524
reused_holdout,1,full_direct_sparse,brlusd,377,0.006787728365736404,0.005175850135468237,0.519893899204244,0.17449206407661133,0.00689089196118268,0.01497100753101499
reused_holdout,1,full_direct_sparse,cnyusd,377,0.0014914404350313982,0.0010703810280720458,0.48010610079575594,0.11889255812606933,0.0015082024056525018,0.01111387341532033
reused_holdout,1,full_direct_sparse,krwusd,377,0.006419989724328148,0.00471723185377299,0.5039787798408488,0.08626421522842855,0.006354505100351536,-0.010305228014214629
reused_holdout,1,full_direct_sparse,eurusd,377,0.004404630820715026,0.00321061124718909,0.5411140583554377,0.11803553449914353,0.0044488450872673235,0.009938369550973936
reused_holdout,1,full_direct_sparse,sp500,377,0.010686019434006341,0.0070274259314614,0.5543766578249337,0.032003026883898056,0.010602888245241415,-0.00784042864945178
reused_holdout,1,full_direct_sparse,vix,377,2.0610388861871303,1.212267691947556,0.53315649867374,0.11857327936986306,2.074228051361969,0.00635858972506842
reused_holdout,1,full_direct_sparse,us2y,377,0.05114383616736398,0.03872612231375424,0.4403183023872679,-0.04265120618139451,0.050627631625307694,-0.010196102908322624
reused_holdout,1,full_direct_sparse,us10y,377,0.047203546159306504,0.03776067653892229,0.4960212201591512,-0.017520577826161343,0.047057412111086536,-0.003105441665066433
reused_holdout,1,full_direct_sparse,wti,377,2.605127490409505,1.6056344870981136,0.5092838196286472,0.0033814977447473218,2.61753317929647,0.004739458122284157
reused_holdout,1,full_direct_sparse,brent,377,0.032049583484528604,0.02235016627292735,0.4960212201591512,0.08631233294889724,0.03253664275296349,0.014969561307628165
reused_holdout,1,full_direct_sparse,henry_hub,377,0.11579452551027541,0.05286960794440007,0.4827586206896552,0.03235412910810268,0.11592935488730463,0.0011630305125072127
reused_holdout,1,survival_refit_full,audusd,377,0.005506150521244695,0.004128728171684574,0.5437665782493368,0.4076136221824907,0.00603975476782983,0.08834866101308048
reused_holdout,1,survival_refit_full,brlusd,377,0.006983067318830454,0.0052855069306895685,0.4907161803713528,0.01771259059069463,0.00689089196118268,-0.013376404414263021
reused_holdout,1,survival_refit_full,cnyusd,377,0.001522796240309102,0.0011028604557598283,0.46419098143236076,0.03386571544154841,0.0015082024056525018,-0.009676310422198409
reused_holdout,1,survival_refit_full,krwusd,377,0.006350144251116167,0.004671384301298801,0.5358090185676393,0.14541393217538098,0.006354505100351536,0.000686261033157054
reused_holdout,1,survival_refit_full,eurusd,377,0.004480811487995709,0.0032596350130335875,0.53315649867374,0.0581526252129705,0.0044488450872673235,-0.007185325652240504
reused_holdout,1,survival_refit_full,sp500,377,0.010705987335870614,0.007083943314139951,0.5172413793103449,0.04872939004665357,0.010602888245241415,-0.009723679835583532
reused_holdout,1,survival_refit_full,vix,377,2.0939569961185214,1.240485691183061,0.506631299734748,0.033505442293327886,2.074228051361969,-0.009511463671315168
reused_holdout,1,survival_refit_full,us2y,377,0.05099720390221196,0.03861268190719461,0.4403183023872679,-0.009513395572888446,0.050627631625307694,-0.007299813659849885
reused_holdout,1,survival_refit_full,us10y,377,0.04692260208757537,0.03781896371653498,0.4880636604774536,0.05637673248058541,0.047057412111086536,0.002864798922493361
reused_holdout,1,survival_refit_full,wti,377,2.6306427972901365,1.6307588113046245,0.5172413793103449,-0.04974456532177439,2.61753317929647,-0.005008386559283373
reused_holdout,1,survival_refit_full,brent,377,0.032850833821089574,0.022711679991479584,0.46949602122015915,-0.023296564505502375,0.03253664275296349,-0.00965653003942668
reused_holdout,1,survival_refit_full,henry_hub,377,0.11651436514527082,0.053762532248538185,0.4509283819628647,0.0229461011169336,0.11592935488730463,-0.005046265102871317
oos_all,5,ar,audusd,705,0.012264301401670832,0.009490885497289143,0.4907801418439716,0.03643163417342361,0.012264301401670832,0.0
oos_all,5,ar,brlusd,705,0.015089094446187303,0.01180225435767902,0.4666666666666667,0.023376766186924205,0.015089094446187303,0.0
oos_all,5,ar,cnyusd,705,0.0037406044973127394,0.0026712987032950003,0.5375886524822695,-0.033905547929334416,0.0037406044973127394,0.0
oos_all,5,ar,krwusd,705,0.01178068131718831,0.009047709227033162,0.5290780141843971,0.045775668274821255,0.01178068131718831,0.0
oos_all,5,ar,eurusd,705,0.009085401995876744,0.006942221222139248,0.5035460992907801,-0.04764878142452277,0.009085401995876744,0.0
oos_all,5,ar,sp500,705,0.020384103573660446,0.014995212876196836,0.5886524822695035,-0.0170542840956265,0.020384103573660446,0.0
oos_all,5,ar,vix,705,3.738905000051138,2.2763905186947393,0.5120567375886524,0.1759188818221394,3.738905000051138,0.0
oos_all,5,ar,us2y,705,0.11605580882273568,0.0889041561832934,0.48226950354609927,-0.04902862614533177,0.11605580882273568,0.0
oos_all,5,ar,us10y,705,0.11996663429307572,0.09287242107170379,0.526241134751773,-0.09206169548971496,0.11996663429307572,0.0
oos_all,5,ar,wti,705,4.484383228958661,3.101678110778865,0.5390070921985816,0.057112695929054144,4.484383228958661,0.0
oos_all,5,ar,brent,705,0.05818119100321548,0.04186924192716905,0.49645390070921985,0.009491353035178833,0.05818119100321548,0.0
oos_all,5,ar,henry_hub,705,0.24055368613548658,0.12355901596608708,0.5347517730496454,0.17436181332238698,0.24055368613548658,0.0
oos_all,5,financial_direct_sparse,audusd,705,0.012202914847050694,0.009457049442924432,0.49929078014184397,0.0880924733430083,0.012264301401670832,0.0050053038171236075
oos_all,5,financial_direct_sparse,brlusd,705,0.01517711198624259,0.011859849559735808,0.4524822695035461,-0.010481541631214904,0.015089094446187303,-0.005833189020665541
oos_all,5,financial_direct_sparse,cnyusd,705,0.0037035499322485414,0.0026461807969843107,0.550354609929078,0.08607900719334247,0.0037406044973127394,0.00990603660205669
oos_all,5,financial_direct_sparse,krwusd,705,0.011746552121601046,0.009013427145804687,0.5404255319148936,0.08744142596647336,0.01178068131718831,0.0028970476892086205
oos_all,5,financial_direct_sparse,eurusd,705,0.00910154574324497,0.006954131418443405,0.4808510638297872,-0.017970147645799885,0.009085401995876744,-0.0017768886148958885
oos_all,5,financial_direct_sparse,sp500,705,0.020233581653810197,0.014791564908151568,0.5943262411347517,0.07615079802038591,0.020384103573660446,0.007384279583662834
oos_all,5,financial_direct_sparse,vix,705,3.753089098791675,2.26216867220234,0.5205673758865248,0.14951383871934715,3.738905000051138,-0.00379365047797231
oos_all,5,financial_direct_sparse,us2y,705,0.11613600096346711,0.08908090052417478,0.48226950354609927,-0.10322108216441821,0.11605580882273568,-0.0006909791206910487
oos_all,5,financial_direct_sparse,us10y,705,0.11942599374157845,0.09258420130229357,0.5290780141843971,-0.0743714029891081,0.11996663429307572,0.00450659097575834
oos_all,5,financial_direct_sparse,wti,705,4.4876615976511,3.1082158041255847,0.5148936170212766,-0.034314881751244045,4.484383228958661,-0.0007310634540038663
oos_all,5,financial_direct_sparse,brent,705,0.05832665377247702,0.04191447880796074,0.5092198581560283,-0.0029428376245812095,0.05818119100321548,-0.0025001682975775985
oos_all,5,financial_direct_sparse,henry_hub,705,0.24131402786051925,0.12271068000394882,0.5475177304964539,0.14747832277542688,0.24055368613548658,-0.0031607984780761544
oos_all,5,full_direct_sparse,audusd,705,0.012900553983127339,0.009976497858274074,0.5063829787234042,-0.04664692618761795,0.012264301401670832,-0.051878420190311525
oos_all,5,full_direct_sparse,brlusd,705,0.01567038066547334,0.012138617647419752,0.5078014184397163,-0.017741051179225267,0.015089094446187303,-0.03852359870627731
oos_all,5,full_direct_sparse,cnyusd,705,0.004149019028668359,0.0031101208741371885,0.4595744680851064,-0.17067223693404557,0.0037406044973127394,-0.10918409889338077
oos_all,5,full_direct_sparse,krwusd,705,0.011857809007639733,0.009088629026666252,0.5290780141843971,0.0484411210472032,0.01178068131718831,-0.006546963488341939
oos_all,5,full_direct_sparse,eurusd,705,0.009598858489187033,0.00741201930960577,0.4950354609929078,-0.13175895980911634,0.009085401995876744,-0.056514449613050965
oos_all,5,full_direct_sparse,sp500,705,0.020967951623318038,0.015462459633255437,0.5659574468085107,-0.059479389737239007,0.020384103573660446,-0.028642321579057217
oos_all,5,full_direct_sparse,vix,705,3.816942547837546,2.3293947202607788,0.5191489361702127,0.05517572215819301,3.738905000051138,-0.020871765339140813
oos_all,5,full_direct_sparse,us2y,705,0.11848792112702444,0.09074157063309304,0.46382978723404256,-0.09273155280941175,0.11605580882273568,-0.020956403035401472
oos_all,5,full_direct_sparse,us10y,705,0.1222872179697459,0.0945938327363791,0.4907801418439716,-0.12078273049210007,0.11996663429307572,-0.019343575739576346
oos_all,5,full_direct_sparse,wti,705,4.529482641922168,3.1492139610881633,0.4950354609929078,-0.03519532666258226,4.484383228958661,-0.010056993495174416
oos_all,5,full_direct_sparse,brent,705,0.059390506307214,0.043334127219482155,0.4794326241134752,0.03858482649612752,0.05818119100321548,-0.020785330845696892
oos_all,5,full_direct_sparse,henry_hub,705,0.24826888809772635,0.13154210936680671,0.4851063829787234,0.04136490698961435,0.24055368613548658,-0.03207268234457383
oos_all,5,survival_refit_full,audusd,705,0.012798618051562714,0.009933845115529867,0.48652482269503544,-0.07162470805281636,0.012264301401670832,-0.04356682312284721
oos_all,5,survival_refit_full,brlusd,705,0.015529738956546538,0.012028571368861611,0.5134751773049645,0.0472974412481127,0.015089094446187303,-0.029202846594321485
oos_all,5,survival_refit_full,cnyusd,705,0.0039751216770627954,0.0028014951366267813,0.5446808510638298,-0.14038400639429563,0.0037406044973127394,-0.06269499486474284
oos_all,5,survival_refit_full,krwusd,705,0.011962955285364518,0.00907238650694231,0.5432624113475177,0.03966411901343159,0.01178068131718831,-0.015472277304561688
oos_all,5,survival_refit_full,eurusd,705,0.00943929660562815,0.007275801359744878,0.500709219858156,-0.09056447341159865,0.009085401995876744,-0.03895200343496241
oos_all,5,survival_refit_full,sp500,705,0.02101633052547964,0.015262839971771485,0.5716312056737589,-0.04854249893203364,0.020384103573660446,-0.031015685803133852
oos_all,5,survival_refit_full,vix,705,3.7811248716710306,2.3080003232601434,0.5290780141843971,0.1339560246136948,3.738905000051138,-0.01129204181954746
